chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
HG344_PATCH	6960174	6960386	-1	Intron	ENST00000597632_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000597632	732	6		
HG344_PATCH	6959761	6959997	-1	Intron	ENST00000597632_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000597632	732	6		
HG344_PATCH	6958948	6959631	-1	Intron	ENST00000597632_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000597632	732	6		
HG344_PATCH	6958594	6958729	-1	Intron	ENST00000597632_intron_4	CDCA3	ENSG00000268136	12	807	ENST00000597632	732	6		
HG344_PATCH	6958363	6958487	-1	Intron	ENST00000597632_intron_5	CDCA3	ENSG00000268136	12	807	ENST00000597632	732	6		
HG344_PATCH	6957993	6960423	-1	Transcript	ENST00000599860	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958207	6958363	-1	Cds	stop_codon_HG344_PATCH_6958207_6958209	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6959631	6959761	-1	Cds	CDS_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958729	6959023	-1	Cds	CDS_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958487	6958594	-1	Cds	CDS_HG344_PATCH_6958487_6958593	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6959997	6960117	-1	Cds	CDS_HG344_PATCH_6959997_6960116	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6960117	6960423	-1	Utr5prime	exon_HG344_PATCH_6959997_6960422	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	1	ALTTENATIVE_3SS
HG344_PATCH	6957993	6958207	-1	Utr3prime	exon_HG344_PATCH_6957993_6958362	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	5	ALTTENATIVE_5SS
HG344_PATCH	6959631	6959761	-1	Exon	exon_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	2	ALTTENATIVE_3SS
HG344_PATCH	6957993	6958363	-1	Exon	exon_HG344_PATCH_6957993_6958362	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	5	ALTTENATIVE_5SS
HG344_PATCH	6959997	6960423	-1	Exon	exon_HG344_PATCH_6959997_6960422	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	1	ALTTENATIVE_3SS
HG344_PATCH	6958729	6959023	-1	Exon	exon_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	3	ALTTENATIVE_3SS
HG344_PATCH	6958487	6958594	-1	Exon	exon_HG344_PATCH_6958487_6958593	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5	4	ALTTENATIVE_3SS
HG344_PATCH	6959761	6959997	-1	Intron	ENST00000599860_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6959023	6959631	-1	Intron	ENST00000599860_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958594	6958729	-1	Intron	ENST00000599860_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958363	6958487	-1	Intron	ENST00000599860_intron_4	CDCA3	ENSG00000268136	12	807	ENST00000599860	807	5		
HG344_PATCH	6958318	6959655	-1	Transcript	ENST00000602106	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4		
HG344_PATCH	6958729	6959023	-1	Exon	exon_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4	2	ALTTENATIVE_3SS
HG344_PATCH	6958318	6958363	-1	Exon	exon_HG344_PATCH_6958318_6958362	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4	4	ALTTENATIVE_5SS
HG344_PATCH	6958487	6958578	-1	Exon	exon_HG344_PATCH_6958487_6958577	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4	3	ALTTENATIVE_3SS
HG344_PATCH	6959631	6959655	-1	Exon	exon_HG344_PATCH_6959631_6959654	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4	1	ALTTENATIVE_3SS
HG344_PATCH	6959023	6959631	-1	Intron	ENST00000602106_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4		
HG344_PATCH	6958578	6958729	-1	Intron	ENST00000602106_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4		
HG344_PATCH	6958363	6958487	-1	Intron	ENST00000602106_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000602106	454	4		
HG344_PATCH	6959363	6960457	-1	Transcript	ENST00000601080	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3		
HG344_PATCH	6960386	6960457	-1	Exon	exon_HG344_PATCH_6960386_6960456	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3	1	ALTTENATIVE_3SS
HG344_PATCH	6959997	6960174	-1	Exon	exon_HG344_PATCH_6959997_6960173	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3	2	ALTTENATIVE_3SS
HG344_PATCH	6959363	6959761	-1	Exon	exon_HG344_PATCH_6959363_6959760	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3	3	ALTTENATIVE_5SS
HG344_PATCH	6960174	6960386	-1	Intron	ENST00000601080_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3		
HG344_PATCH	6959761	6959997	-1	Intron	ENST00000601080_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3		
HG344_PATCH	6953957	6960434	-1	Transcript	ENST00000601025	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6955952	6956068	-1	Cds	stop_codon_HG344_PATCH_6955952_6955954	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6959631	6959761	-1	Cds	CDS_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6958729	6959023	-1	Cds	CDS_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6959997	6960117	-1	Cds	CDS_HG344_PATCH_6959997_6960116	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6960386	6960434	-1	Utr5prime	exon_HG344_PATCH_6960386_6960433	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	1	ALTTENATIVE_3SS
HG344_PATCH	6960117	6960174	-1	Utr5prime	exon_HG344_PATCH_6959997_6960173	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	2	ALTTENATIVE_3SS
HG344_PATCH	6953957	6955952	-1	Utr3prime	exon_HG344_PATCH_6953957_6956067	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	5	ALTTENATIVE_5SS
HG344_PATCH	6959631	6959761	-1	Exon	exon_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	3	ALTTENATIVE_3SS
HG344_PATCH	6960386	6960434	-1	Exon	exon_HG344_PATCH_6960386_6960433	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	1	ALTTENATIVE_3SS
HG344_PATCH	6953957	6956068	-1	Exon	exon_HG344_PATCH_6953957_6956067	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	5	ALTTENATIVE_5SS
HG344_PATCH	6958729	6959023	-1	Exon	exon_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	4	ALTTENATIVE_3SS
HG344_PATCH	6959997	6960174	-1	Exon	exon_HG344_PATCH_6959997_6960173	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5	2	ALTTENATIVE_3SS
HG344_PATCH	6960174	6960386	-1	Intron	ENST00000601025_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6959761	6959997	-1	Intron	ENST00000601025_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6959023	6959631	-1	Intron	ENST00000601025_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6956068	6958729	-1	Intron	ENST00000601025_intron_4	CDCA3	ENSG00000268136	12	807	ENST00000601025	660	5		
HG344_PATCH	6953963	6958037	-1	Transcript	ENST00000605873	CDCA3	ENSG00000268136	12	807	ENST00000605873	2917	2		
HG344_PATCH	6957225	6958037	-1	Exon	exon_HG344_PATCH_6957225_6958036	CDCA3	ENSG00000268136	12	807	ENST00000605873	2917	2	1	ALTTENATIVE_3SS
HG344_PATCH	6953963	6956068	-1	Exon	exon_HG344_PATCH_6953963_6956067	CDCA3	ENSG00000268136	12	807	ENST00000605873	2917	2	2	ALTTENATIVE_5SS
HG344_PATCH	6956068	6957225	-1	Intron	ENST00000605873_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000605873	2917	2		
HG344_PATCH	6957996	6958972	-1	Transcript	ENST00000597449	CDCA3	ENSG00000268136	12	807	ENST00000597449	624	2		
HG344_PATCH	6957996	6958363	-1	Exon	exon_HG344_PATCH_6957996_6958362	CDCA3	ENSG00000268136	12	807	ENST00000597449	624	2	2	ALTTENATIVE_5SS
HG344_PATCH	6958715	6958972	-1	Exon	exon_HG344_PATCH_6958715_6958971	CDCA3	ENSG00000268136	12	807	ENST00000597449	624	2	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6958363	6958715	-1	Intron	ENST00000597449_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000597449	624	2		
HG344_PATCH	6958007	6960414	-1	Transcript	ENST00000595122	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6958358	6958363	-1	Cds	stop_codon_HG344_PATCH_6958358_6958360	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6959631	6959761	-1	Cds	CDS_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6958729	6959023	-1	Cds	CDS_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6959997	6960117	-1	Cds	CDS_HG344_PATCH_6959997_6960116	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6960386	6960414	-1	Utr5prime	exon_HG344_PATCH_6960386_6960413	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	1	ALTTENATIVE_3SS
HG344_PATCH	6960117	6960174	-1	Utr5prime	exon_HG344_PATCH_6959997_6960173	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	2	ALTTENATIVE_3SS
HG344_PATCH	6958007	6958358	-1	Utr3prime	exon_HG344_PATCH_6958007_6958362	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	5	ALTTENATIVE_5SS
HG344_PATCH	6958007	6958363	-1	Exon	exon_HG344_PATCH_6958007_6958362	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	5	ALTTENATIVE_5SS
HG344_PATCH	6959631	6959761	-1	Exon	exon_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	3	ALTTENATIVE_3SS
HG344_PATCH	6958729	6959023	-1	Exon	exon_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	4	ALTTENATIVE_3SS
HG344_PATCH	6959997	6960174	-1	Exon	exon_HG344_PATCH_6959997_6960173	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	2	ALTTENATIVE_3SS
HG344_PATCH	6960386	6960414	-1	Exon	exon_HG344_PATCH_6960386_6960413	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5	1	ALTTENATIVE_3SS
HG344_PATCH	6960174	6960386	-1	Intron	ENST00000595122_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6959761	6959997	-1	Intron	ENST00000595122_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6959023	6959631	-1	Intron	ENST00000595122_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6958363	6958729	-1	Intron	ENST00000595122_intron_4	CDCA3	ENSG00000268136	12	807	ENST00000595122	549	5		
HG344_PATCH	6958239	6960457	-1	Transcript	ENST00000593722	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4		
HG344_PATCH	6959631	6959761	-1	Exon	exon_HG344_PATCH_6959631_6959760	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4	2	ALTTENATIVE_3SS
HG344_PATCH	6960386	6960457	-1	Exon	exon_HG344_PATCH_6960386_6960456	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4	1	ALTTENATIVE_3SS
HG344_PATCH	6958239	6958363	-1	Exon	exon_HG344_PATCH_6958239_6958362	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4	4	ALTTENATIVE_5SS
HG344_PATCH	6958729	6959023	-1	Exon	exon_HG344_PATCH_6958729_6959022	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4	3	ALTTENATIVE_3SS
HG344_PATCH	6959761	6960386	-1	Intron	ENST00000593722_intron_1	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4		
HG344_PATCH	6959023	6959631	-1	Intron	ENST00000593722_intron_2	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4		
HG344_PATCH	6958363	6958729	-1	Intron	ENST00000593722_intron_3	CDCA3	ENSG00000268136	12	807	ENST00000593722	619	4		
HG344_PATCH	6954363	6959363	+1	Downstream	ENST00000601080	CDCA3	ENSG00000268136	12	807	ENST00000601080	646	3		
HG344_PATCH	6934648	6939648	+1	Upstream	ENST00000594616	LEPREL2	ENSG00000268828	12	2208	ENST00000594616	710	7		
HG344_PATCH	6934805	6939805	+1	Downstream	ENST00000599254	GPR162	ENSG00000269830	7	1767	ENST00000599254	215	2		
HG344_PATCH	6935452	6940452	+1	Upstream	ENST00000601914	LEPREL2	ENSG00000268828	12	2208	ENST00000601914	1102	6		
HG344_PATCH	6935987	6940987	+1	Upstream	ENST00000597165	LEPREL2	ENSG00000268828	12	2208	ENST00000597165	957	8		
HG344_PATCH	6936007	6941007	+1	Upstream	ENST00000600696	LEPREL2	ENSG00000268828	12	2208	ENST00000600696	778	4		
HG344_PATCH	6936584	6941584	+1	Downstream	ENST00000601642	GPR162	ENSG00000269830	7	1767	ENST00000601642	1767	5		
HG344_PATCH	6936587	6941587	+1	Downstream	ENST00000593673	GPR162	ENSG00000269830	7	1767	ENST00000593673	855	4		
HG344_PATCH	6936587	6941587	+1	Downstream	ENST00000594403	GPR162	ENSG00000269830	7	1767	ENST00000594403	915	5		
HG344_PATCH	6936587	6941587	+1	Downstream	ENST00000598685	GPR162	ENSG00000269830	7	1767	ENST00000598685	625	2		
HG344_PATCH	6937564	6949019	+1	Gene	ENSG00000268828	LEPREL2	ENSG00000268828	12	2208					
HG344_PATCH	6937564	6949012	+1	Transcript	ENST00000598308	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6948164	6948305	+1	Exon	exon_HG344_PATCH_6948164_6948304	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	14	SKIPPED
HG344_PATCH	6948461	6949012	+1	Exon	exon_HG344_PATCH_6948461_6949011	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	15	ALTTENATIVE_5SS
HG344_PATCH	6940989	6941079	+1	Exon	exon_HG344_PATCH_6940989_6941078	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	6	ALTTENATIVE_3SS
HG344_PATCH	6946896	6947014	+1	Exon	exon_HG344_PATCH_6946896_6947013	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	12	ALTTENATIVE_5SS
HG344_PATCH	6942756	6942809	+1	Exon	exon_HG344_PATCH_6942756_6942808	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	7	ALTTENATIVE_3SS
HG344_PATCH	6939517	6939719	+1	Exon	exon_HG344_PATCH_6939517_6939718	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	3	ALTTENATIVE_3SS
HG344_PATCH	6939803	6939935	+1	Exon	exon_HG344_PATCH_6939803_6939934	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	4	SKIPPED
HG344_PATCH	6937564	6938103	+1	Exon	exon_HG344_PATCH_6937564_6938102	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	1	ALTTENATIVE_3SS
HG344_PATCH	6942906	6942974	+1	Exon	exon_HG344_PATCH_6942906_6942973	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	8	ALTTENATIVE_3SS
HG344_PATCH	6943089	6943214	+1	Exon	exon_HG344_PATCH_6943089_6943213	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	9	ALTTENATIVE_3SS
HG344_PATCH	6939023	6939176	+1	Exon	exon_HG344_PATCH_6939023_6939175	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	2	ALTTENATIVE_3SS
HG344_PATCH	6947122	6947198	+1	Exon	exon_HG344_PATCH_6947122_6947197	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	13	ALTTENATIVE_5SS
HG344_PATCH	6940380	6940517	+1	Exon	exon_HG344_PATCH_6940380_6940516	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	5	ALTTENATIVE_3SS
HG344_PATCH	6946587	6946738	+1	Exon	exon_HG344_PATCH_6946587_6946737	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	11	ALTTENATIVE_5SS
HG344_PATCH	6946149	6946251	+1	Exon	exon_HG344_PATCH_6946149_6946250	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15	10	ALTTENATIVE_5SS
HG344_PATCH	6938103	6939023	+1	Intron	ENST00000598308_intron_1	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6939176	6939517	+1	Intron	ENST00000598308_intron_2	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6939719	6939803	+1	Intron	ENST00000598308_intron_3	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6939935	6940380	+1	Intron	ENST00000598308_intron_4	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6940517	6940989	+1	Intron	ENST00000598308_intron_5	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6941079	6942756	+1	Intron	ENST00000598308_intron_6	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6942809	6942906	+1	Intron	ENST00000598308_intron_7	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6942974	6943089	+1	Intron	ENST00000598308_intron_8	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6943214	6946149	+1	Intron	ENST00000598308_intron_9	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6946251	6946587	+1	Intron	ENST00000598308_intron_10	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6946738	6946896	+1	Intron	ENST00000598308_intron_11	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6947014	6947122	+1	Intron	ENST00000598308_intron_12	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6947198	6948164	+1	Intron	ENST00000598308_intron_13	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6948305	6948461	+1	Intron	ENST00000598308_intron_14	LEPREL2	ENSG00000268828	12	2208	ENST00000598308	2638	15		
HG344_PATCH	6937572	6949019	+1	Transcript	ENST00000597750	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939023	6939176	+1	Cds	CDS_HG344_PATCH_6939023_6939175	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6942906	6942974	+1	Cds	CDS_HG344_PATCH_6942906_6942973	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6937606	6938026	+1	Cds	CDS_HG344_PATCH_6937606_6938025	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939803	6939935	+1	Cds	CDS_HG344_PATCH_6939803_6939934	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6948164	6948305	+1	Cds	CDS_HG344_PATCH_6948164_6948304	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6942756	6942809	+1	Cds	CDS_HG344_PATCH_6942756_6942808	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6940380	6940517	+1	Cds	CDS_HG344_PATCH_6940380_6940516	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6943089	6943214	+1	Cds	CDS_HG344_PATCH_6943089_6943213	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6946896	6947014	+1	Cds	CDS_HG344_PATCH_6946896_6947013	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939517	6939719	+1	Cds	CDS_HG344_PATCH_6939517_6939718	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6940989	6941079	+1	Cds	CDS_HG344_PATCH_6940989_6941078	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6948461	6948626	+1	Cds	CDS_HG344_PATCH_6948461_6948622	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6946149	6946251	+1	Cds	CDS_HG344_PATCH_6946149_6946250	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6946587	6946738	+1	Cds	CDS_HG344_PATCH_6946587_6946737	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6947122	6947198	+1	Cds	CDS_HG344_PATCH_6947122_6947197	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6938028	6938103	+1	Cds	CDS_HG344_PATCH_6938028_6938102	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6937572	6937606	+1	Utr5prime	exon_HG344_PATCH_6937572_6938025	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6948626	6949019	+1	Utr3prime	exon_HG344_PATCH_6948461_6949018	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	16	ALTTENATIVE_5SS
HG344_PATCH	6948461	6949019	+1	Exon	exon_HG344_PATCH_6948461_6949018	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	16	ALTTENATIVE_5SS
HG344_PATCH	6948164	6948305	+1	Exon	exon_HG344_PATCH_6948164_6948304	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	15	SKIPPED
HG344_PATCH	6940989	6941079	+1	Exon	exon_HG344_PATCH_6940989_6941078	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	7	ALTTENATIVE_3SS
HG344_PATCH	6946896	6947014	+1	Exon	exon_HG344_PATCH_6946896_6947013	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	13	ALTTENATIVE_5SS
HG344_PATCH	6942756	6942809	+1	Exon	exon_HG344_PATCH_6942756_6942808	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	8	ALTTENATIVE_3SS
HG344_PATCH	6937572	6938026	+1	Exon	exon_HG344_PATCH_6937572_6938025	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6939517	6939719	+1	Exon	exon_HG344_PATCH_6939517_6939718	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	4	ALTTENATIVE_3SS
HG344_PATCH	6939803	6939935	+1	Exon	exon_HG344_PATCH_6939803_6939934	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	5	SKIPPED
HG344_PATCH	6942906	6942974	+1	Exon	exon_HG344_PATCH_6942906_6942973	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	9	ALTTENATIVE_3SS
HG344_PATCH	6943089	6943214	+1	Exon	exon_HG344_PATCH_6943089_6943213	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	10	ALTTENATIVE_3SS
HG344_PATCH	6938028	6938103	+1	Exon	exon_HG344_PATCH_6938028_6938102	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	2	ALTTENATIVE_3SS
HG344_PATCH	6939023	6939176	+1	Exon	exon_HG344_PATCH_6939023_6939175	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	3	ALTTENATIVE_3SS
HG344_PATCH	6947122	6947198	+1	Exon	exon_HG344_PATCH_6947122_6947197	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	14	ALTTENATIVE_5SS
HG344_PATCH	6940380	6940517	+1	Exon	exon_HG344_PATCH_6940380_6940516	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	6	ALTTENATIVE_3SS
HG344_PATCH	6946587	6946738	+1	Exon	exon_HG344_PATCH_6946587_6946737	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	12	ALTTENATIVE_5SS
HG344_PATCH	6946149	6946251	+1	Exon	exon_HG344_PATCH_6946149_6946250	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16	11	ALTTENATIVE_5SS
HG344_PATCH	6938026	6938028	+1	Intron	ENST00000597750_intron_1	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6938103	6939023	+1	Intron	ENST00000597750_intron_2	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939176	6939517	+1	Intron	ENST00000597750_intron_3	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939719	6939803	+1	Intron	ENST00000597750_intron_4	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6939935	6940380	+1	Intron	ENST00000597750_intron_5	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6940517	6940989	+1	Intron	ENST00000597750_intron_6	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6941079	6942756	+1	Intron	ENST00000597750_intron_7	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6942809	6942906	+1	Intron	ENST00000597750_intron_8	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6942974	6943089	+1	Intron	ENST00000597750_intron_9	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6943214	6946149	+1	Intron	ENST00000597750_intron_10	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
HG344_PATCH	6946251	6946587	+1	Intron	ENST00000597750_intron_11	LEPREL2	ENSG00000268828	12	2208	ENST00000597750	2208	16		
